client_id,age,gender_cd,education_level,city_nm,monthly_income_amt,steam_popularity_score,category_name,good_price,count
5-2IDBRBY5P,22.0,M,GRD,Новосибирск,153124.0,1785.0,Ролевые (RPG),279.72,1
5-2IDCOKV9B,18.0,M,PGR,Екатеринбург,223529.0,0.0,Ролевые (RPG),59.8,1
5-2IDD6E1MZ,23.0,F,GRD,Екатеринбург,213834.0,0.0,Экшн,689.85,1
5-2IDDVPHCU,26.0,M,GRD,Самара,127742.0,113.25,Экшн,1059.2875,4
5-2IDEFJ1VN,22.0,M,['GRD' 'UGR'],['Москва' 'Санкт-Петербург'],151684.0,1630.0,['Инди' 'Экшн'],357.5,2
5-2IDF192IU,20.0,M,GRD,Волгоград,21320.0,0.0,Приключения,899.0,1
5-2IDH84F1E,21.0,F,SCH,['Москва' 'Новосибирск'],14000.0,3937.0,['Инди' 'Скидки'],45.849999999999994,2
5-2IDHUY2FI,35.0,M,GRD,Москва,86000.0,636.0,Экшн,710.0,1
5-2IDI6GIPY,16.0,M,SCH,Волгоград,161548.0,0.0,Скидки,329.67,1
5-2IDLZY6IG,19.0,M,SCH,Омск,2000.0,1279.5,['Аркады' 'Казуальные игры'],186.5,2
5-2IDMTIPWW,16.0,M,['GRD' 'UGR'],Москва,26000.0,564.0,Приключения,174.285,2
5-2IDOGXQ6Y,15.0,M,['GRD' 'SCH'],Уфа,208628.0,0.0,['VR' 'Приключения'],7.25,2
5-2IDQG4S5G,22.0,M,UGR,Москва,86000.0,0.0,Инди,79.9,1
5-2IDRLHQ7W,19.0,F,GRD,Санкт-Петербург,74558.0,253.0,['Казуальные игры' 'Приключения' 'Ролевые (RPG)'],334.88,3
5-2IDS0FL1P,27.0,M,GRD,Санкт-Петербург,74000.0,0.0,Бестселлеры,329.0,1
5-2IDS4FQ0F,19.0,M,GRD,Санкт-Петербург,2000.0,198.0,Экшн,299.4,1
5-2IDVI0VGD,32.0,M,GRD,Новосибирск,51024.666666666664,3.3333333333333335,['Гонки' 'Симуляторы' 'Стратегии'],81.51666666666667,3
5-2IDVMCUPG,17.0,M,UGR,Краснодар,75971.0,559.0,Симуляторы,199.5,1
5-2IDVUX0VI,30.0,M,GRD,Москва,177200.0,0.0,Стратегии,113.23666666666666,3
5-2IDWE9Q7G,43.0,M,GRD,Москва,110000.0,46.0,Ролевые (RPG),3999.0,1
5-2IDWJBTQT,19.0,M,GRD,Екатеринбург,374524.0,0.0,Хоррор,7.25,1
5-2IDWK5LSB,27.0,F,UGR,Санкт-Петербург,38000.0,99.0,Инди,296.05,2
5-2IDX3ZOXW,20.0,M,UGR,Москва,134000.0,354.0,Стратегии,649.35,1
5-2IDYXDN5H,30.0,M,['GRD' 'SCH'],Воронеж,50000.0,0.0,['Скидки' 'Шутеры'],694.3,2
5-2IDZR3UX9,22.0,M,SCH,Уфа,56000.0,2.0,Экшн,4074.65,1
5-2IE08UV0U,17.0,M,GRD,Москва,320177.0,0.0,Ролевые (RPG),349.0,1
5-2IE0LNPE1,35.0,F,GRD,Санкт-Петербург,239267.0,1385.2,['Казуальные игры' 'Приключения' 'Ролевые (RPG)' 'Симуляторы' 'Экшн'],332.5,5
5-2IE0PUL8A,16.0,M,SCH,Новосибирск,144739.0,0.0,Хоррор,7.25,1
5-2IE174G53,36.0,M,['SCH' 'UGR'],Пермь,50000.0,0.0,['Симуляторы' 'Стратегии'],391.5,2
5-2IE7PRWLH,18.0,M,SCH,Москва,26000.0,1900.0,['Инди' 'Хоррор'],289.375,2
5-2IECSO4BS,30.0,M,SCH,Волгоград,62000.0,0.0,Казуальные игры,100.58,1
5-2IEFNEK2V,26.0,M,GRD,Омск,163825.0,0.0,Экшн,385.0,1
5-2IEGRSI6G,47.0,M,SCH,Москва,98000.0,0.0,Хоррор,899.0,1
5-2IEKJ4D84,29.0,M,UGR,Новосибирск,110000.0,0.0,Инди,899.0,1
5-2IEO7U3RA,17.0,M,['SCH' 'UGR'],Москва,31167.0,0.0,['Приключения' 'Экшн'],12.99,2
5-2IEQX782S,31.0,M,GRD,Омск,110000.0,0.0,Скидки,382.3033333333333,6
5-2IER20M6R,23.0,M,UGR,Пермь,14000.0,0.0,Инди,10.0,1
5-2IERJIU99,21.0,M,GRD,['Москва' 'Новосибирск'],50000.0,0.0,['Скидки' 'Шутеры'],167.735,2
5-2IERUWWTI,22.0,M,SCH,Волгоград,80000.0,1296.5,['Симуляторы' 'Стратегии'],794.25,2
5-2IEUVEKRR,36.0,M,GRD,Москва,350000.0,373.0,Приключения,1628.0,1
5-2IEWRXEJS,21.0,M,GRD,Пермь,62000.0,0.0,Скидки,879.2,1
5-2IEXBYNT,40.0,M,GRD,Москва,62000.0,113.0,['Симуляторы' 'Стратегии'],1326.875,2
5-2IF5MRUAW,33.0,M,GRD,['Москва' 'Санкт-Петербург'],155632.11111111112,144.88888888888889,Ролевые (RPG),218.50666666666666,9
5-2IF5V8BQ0,27.0,M,GRD,Санкт-Петербург,38000.0,0.0,Приключения,362.5933333333333,3
5-2IF67TYIF,41.0,M,UGR,Москва,256681.0,0.0,Шутеры,1011.08,1
5-2IF6IZYXZ,23.0,M,SCH,Екатеринбург,53491.0,2233.0,Приключения,82.0,1
5-2IF6Q2HJT,45.0,F,GRD,Санкт-Петербург,110000.0,0.0,Бестселлеры,2999.0,1
5-2IF736TLS,22.0,M,UGR,Омск,50000.0,0.0,Симуляторы,1100.0,1
5-2IF7K8AQX,20.0,M,SCH,Москва,154710.0,0.0,Приключения,1199.0,1
5-2IF93FPMA,35.0,M,['GRD' 'UGR'],Москва,86000.0,0.0,['Симуляторы' 'Стратегии'],362.835,2
5-2IFARFX6Z,25.0,M,GRD,Москва,86000.0,2945.0,Приключения,500.0,1
5-2IFCQL0NB,21.0,M,SCH,Москва,38000.0,806.0,Файтинги,4867.65,1
5-2IFDDF670,36.0,M,GRD,Пермь,14000.0,253.0,Приключения,299.0,1
5-2IFESHI5P,20.0,M,SCH,Воронеж,50000.0,0.0,Стратегии,22.12,1
5-2IFF85YOC,21.0,M,GRD,Москва,51235.0,0.0,Инди,435.0,1
5-2IFF86X4H,26.0,M,GRD,['Казань' 'Санкт-Петербург'],26000.0,1116.5,['Инди' 'Стратегии'],258.5,2
5-2IFGZYXS2,19.0,M,GRD,Санкт-Петербург,157912.66666666666,76.0,['Симуляторы' 'Скидки' 'Экшн'],790.9166666666666,3
5-2IFJ03CSX,25.0,M,SCH,Москва,97223.0,0.0,Инди,369.0,1
5-2IFJ35IU6,20.0,M,SCH,Москва,387457.0,0.0,Приключения,379.62,1
5-2IFK75UGC,21.0,M,GRD,Санкт-Петербург,14000.0,0.0,Инди,154.0,1
5-2IFLW5337,21.0,M,['GRD' 'SCH'],Пермь,112310.0,2536.0,['Инди' 'Стратегии'],80.815,2
5-2IFM9N0QO,26.0,M,GRD,Ростов-на-Дону,38000.0,74.0,Стратегии,699.0,1
5-2IFMEN3KG,27.0,M,GRD,Екатеринбург,45200.0,0.0,Экшн,769.625,2
5-2IFMJVF7R,25.0,M,SCH,Москва,170000.0,77.0,Инди,1099.0,1
5-2IFOR6E7J,25.0,M,GRD,Москва,62000.0,58.0,Стратегии,930.0,1
5-2IFP4O1JJ,20.0,M,SCH,['Москва' 'Санкт-Петербург'],14000.0,0.0,['Аркады' 'Инди'],462.17,2
5-2IFQ1OUFG,30.0,M,GRD,Санкт-Петербург,86000.0,0.0,Симуляторы,79.9,1
5-2IFQMLBGC,18.0,M,SCH,Санкт-Петербург,14000.0,4392.0,Приключения,19.9,1
5-2IFTBZ0HO,20.0,M,GRD,Краснодар,134000.0,0.0,Приключения,29.9,1
5-2IFTMFKFH,22.0,M,SCH,Москва,50000.0,0.0,['Приключения' 'Экшн'],1349.0,2
5-2IFVQCXT5,20.0,M,UGR,Москва,8000.0,0.0,Казуальные игры,13.0,1
5-2IFX62HWO,22.0,M,UGR,Москва,102379.0,99.0,['Шутеры' 'Экшн'],314.2,2
5-2IFXUOL5T,23.0,M,GRD,Санкт-Петербург,26000.0,0.0,Скидки,680.0,1
5-2IFYOB7VX,19.0,M,SCH,Санкт-Петербург,50000.0,649.0,Экшн,391.0,1
5-2IFYTU8TO,20.0,M,GRD,Санкт-Петербург,75320.0,2868.0,Экшн,27.583333333333332,3
5-2IG1NXWIK,18.0,M,GRD,Краснодар,32000.0,524.0,Симуляторы,360.0,1
5-2IG1RPQPN,19.0,M,GRD,Москва,71206.0,0.0,Экшн,680.0,1
5-2IG2BNFGR,18.0,M,UGR,Москва,164168.0,2633.6666666666665,Приключения,133.0,3
5-2IG2QXMT5,18.0,M,GRD,Москва,263313.0,0.0,Ролевые (RPG),699.0,1
5-2IG3I65W5,18.0,M,SCH,Москва,62000.0,0.0,Инди,17.5,1
5-2IG4SGWK6,24.0,M,GRD,Нижний Новгород,112971.0,0.0,Бестселлеры,599.0,1
5-2IG5MJ2GF,19.0,M,SCH,Екатеринбург,14000.0,0.0,Бестселлеры,679.0,1
5-2IG5MKU36,20.0,M,GRD,Новосибирск,311567.0,0.0,Приключения,449.7,1
5-2IG5O9NY2,23.0,F,GRD,Ростов-на-Дону,38000.0,0.0,Приключения,67.35,1
5-2IG6K52UY,24.0,M,GRD,['Екатеринбург' 'Москва' 'Санкт-Петербург'],68000.0,0.0,Экшн,282.3333333333333,3
5-2IG8T3583,24.0,M,SCH,Москва,26000.0,1089.6666666666667,['Ролевые (RPG)' 'Файтинги' 'Экшн'],194.63,3
5-2IG9KUWDP,34.0,M,GRD,['Москва' 'Нижний Новгород' 'Санкт-Петербург'],130536.66666666667,1140.3333333333333,['Приключения' 'Скидки' 'Экшн'],138.7566666666667,3
5-2IGAEAWP0,20.0,M,GRD,['Екатеринбург' 'Москва'],20000.0,0.0,['Бестселлеры' 'Приключения'],2641.365,2
5-2IGC8JMF9,18.0,F,SCH,Челябинск,20000.0,1552.0,Инди,252.0,1
5-2IGCP8C50,19.0,M,GRD,Челябинск,81687.0,0.0,Экшн,12.99,1
5-2IGD1DH24,18.0,M,GRD,Нижний Новгород,28466.0,4586.0,Инди,9.9,1
5-2IGE0AR5Y,26.0,F,SCH,Санкт-Петербург,67400.0,0.0,['Приключения' 'Экшн'],504.0,2
5-2IGETQ432,22.0,M,UGR,Челябинск,65360.0,0.0,Стратегии,9.8,1
5-2IGF79K2L,42.0,F,UGR,Самара,110000.0,0.0,Для детей,299.0,1
5-2IGFA8ZJ2,23.0,M,GRD,Пермь,75200.0,0.0,Экшн,749.0,1
5-2IGFPFSUN,19.0,M,UGR,Краснодар,136583.0,0.0,Ролевые (RPG),1160.1,1
5-2IGGVI8YT,23.0,M,UGR,Санкт-Петербург,47600.0,1296.0,Инди,49.8,1
5-2IGGVSS8O,29.0,M,SCH,Москва,74000.0,0.0,Гонки,79.9,1
5-2IGITSIGM,18.0,M,['GRD' 'UGR'],Санкт-Петербург,164164.66666666666,99.5,Экшн,482.75,6
5-2IGJTBPFN,25.0,F,UGR,Краснодар,32000.0,0.0,Инди,93.44333333333333,6
5-2IGKQ1I1L,19.0,M,GRD,Москва,218549.0,1795.0,['Бестселлеры' 'Инди'],423.425,2
5-2IGKQQ7PF,20.0,M,GRD,Москва,275838.0,2883.0,Хоррор,1249.0,1
5-2IGMSQNRA,22.0,M,SCH,Москва,192232.5,1540.5,['Ролевые (RPG)' 'Скидки'],636.9,2
5-2IGN6O03N,19.0,M,GRD,Санкт-Петербург,127370.0,0.0,Экшн,989.6,1
5-2IGNRBD41,19.0,M,SCH,Москва,35000.0,1138.375,['Приключения' 'Экшн'],158.85,8
5-2IGOTQUNG,24.0,M,UGR,Санкт-Петербург,138262.0,201.0,Экшн,1299.0,1
5-2IGQR1C7A,20.0,M,UGR,Челябинск,54305.0,2233.0,Приключения,82.0,1
5-2IGRJ4GG7,25.0,M,SCH,Пермь,44000.0,0.0,Инди,14.9,1
5-2IGRQAM96,20.0,M,SCH,['Москва' 'Пермь'],2000.0,1119.5,Экшн,649.0,2
5-2IGRQOSOR,18.0,M,['GRD' 'SCH'],['Екатеринбург' 'Казань' 'Москва' 'Санкт-Петербург'],68000.0,0.0,Ролевые (RPG),277.545,4
5-2IGSU942E,27.0,M,SCH,Москва,74884.0,0.0,Ролевые (RPG),27.89,1
5-2IGTS0UPB,47.0,M,SCH,Санкт-Петербург,209729.0,0.0,Бестселлеры,329.0,1
5-2IGYIN7AB,29.0,M,['GRD' 'SCH'],Москва,166843.2857142857,0.0,Стратегии,226.17428571428573,7
5-2IGZHEV5W,20.0,M,GRD,Москва,115392.0,189.66666666666666,Экшн,229.75,3
5-2IH15AHXW,19.0,M,GRD,Москва,14000.0,1323.0,Экшн,79.8,1
5-2IH1JDVNZ,28.0,M,GRD,Москва,105504.23076923077,26.46153846153846,Экшн,225.19,13
5-2IH1T5AOZ,32.0,M,GRD,Санкт-Петербург,20000.0,176.0,Ролевые (RPG),749.5,1
5-2IH33HHAN,21.0,M,UGR,Самара,133937.0,0.0,Скидки,840.0,1
5-2IH3SQPRH,20.0,M,SCH,Москва,38000.0,0.0,Шутеры,629.0,1
5-2IH5BOT99,24.0,F,GRD,Казань,26000.0,307.0,Стратегии,650.0,1
5-2IH5PFJK0,25.0,M,UGR,Краснодар,2000.0,3447.0,Скидки,46.93,1
5-2IH5PMM3Q,18.0,M,['SCH' 'UGR'],Москва,20000.0,301.5,['Инди' 'Экшн'],482.0,2
5-2IH5SGUHO,20.0,F,SCH,Самара,48800.0,0.0,Бестселлеры,759.6,1
5-2IH5T932P,23.0,M,['GRD' 'PGR'],Москва,26000.0,0.0,['Симуляторы' 'Экшн'],360.0,2
5-2IH70QSU6,31.0,M,GRD,Нижний Новгород,50000.0,1109.3333333333333,['Инди' 'Скидки' 'Экшн'],488.6666666666667,3
5-2IH7DLQZZ,23.0,M,['GRD' 'PGR' 'UGR'],Москва,17600.0,1063.0,['Ролевые (RPG)' 'Скидки' 'Экшн'],214.48333333333335,3
5-2IH8GGNI3,27.0,F,GRD,Москва,131519.0,0.0,Экшн,133.0,1
5-2IH9Y1Z3C,20.0,M,SCH,Москва,26000.0,99.0,['Ролевые (RPG)' 'Экшн'],409.1,2
5-2IHBSTNDU,34.0,M,UGR,Нижний Новгород,56000.0,0.0,Бестселлеры,329.0,1
5-2IHE0LC9M,18.0,M,GRD,Краснодар,47473.0,0.0,Приключения,494.45,1
5-2IHF4IGP6,20.0,M,GRD,Москва,38000.0,0.0,Хоррор,7.25,1
5-2IHI73U19,28.0,M,SCH,Екатеринбург,26000.0,0.0,Экшн,3999.0,1
5-2IHKLLGVM,22.0,M,SCH,['Казань' 'Краснодар' 'Санкт-Петербург'],26000.0,558.6666666666666,['Инди' 'Приключения' 'Ролевые (RPG)'],476.3233333333333,3
5-2IHMSKKEY,19.0,M,SCH,Москва,110000.0,0.0,Приключения,24.9,1
5-2IHPK5Z3J,41.0,F,GRD,Санкт-Петербург,20000.0,0.0,Скидки,32.28,1
5-2IHQWLRE6,23.0,F,GRD,Пермь,26000.0,0.0,Скидки,965.0,1
5-2IHVT6WBR,25.0,M,GRD,Ростов-на-Дону,9439.0,0.0,Скидки,679.0,1
5-2IHWZUE8B,20.0,M,GRD,Москва,95600.0,1102.0,['Приключения' 'Скидки'],61.55,2
5-2IHX9PIOH,21.0,M,SCH,Краснодар,23084.0,0.0,Скидки,679.0,1
5-2IHXMQV0S,38.0,M,GRD,Санкт-Петербург,80000.0,0.0,Приключения,42.25,1
5-2IHZUN16L,32.0,M,SCH,Ростов-на-Дону,62000.0,130.0,Стратегии,1600.0,1
5-2II02TCA6,29.0,M,SCH,Челябинск,112701.0,1108.0,Инди,399.2,1
5-2II1795I9,21.0,M,GRD,Омск,13198.0,2488.0,Инди,279.6,1
5-2II2Y2B7U,35.0,M,UGR,Самара,26000.0,0.0,Хоррор,494.45,1
5-2II305H0S,19.0,M,GRD,Москва,47600.0,57.111111111111114,['Стратегии' 'Экшн'],387.0588888888889,9
5-2II3D55DV,24.0,F,GRD,['Екатеринбург' 'Москва' 'Санкт-Петербург'],50000.0,0.0,['Инди' 'Приключения' 'Ролевые (RPG)'],1553.7933333333333,3
5-2II3NM3BJ,20.0,M,GRD,Екатеринбург,89823.0,2318.0,Инди,100.1,1
5-2II5JNNM8,26.0,M,UGR,Москва,62000.0,0.0,Ролевые (RPG),200.0,1
5-2II5WSICI,23.0,M,SCH,Краснодар,38000.0,373.0,Приключения,814.0,1
5-2II80XY32,26.0,M,SCH,Уфа,176691.0,0.0,Ролевые (RPG),1199.0,1
5-2II8C15N3,20.0,M,['GRD' 'PGR' 'SCH' 'UGR'],Москва,38000.0,692.25,['Бестселлеры' 'Казуальные игры' 'Стратегии' 'Экшн'],504.8875,4
5-2II99WI1Z,24.0,F,GRD,Санкт-Петербург,111108.0,0.0,Экшн,570.0,1
5-2II9UX00A,27.0,M,SCH,Москва,98000.0,0.0,Стратегии,515.0,1
5-2IIB9CWWT,26.0,M,GRD,['Казань' 'Москва'],44000.0,0.0,['Аркады' 'Стратегии'],311.875,2
5-2IIBYT1I0,24.0,M,GRD,Воронеж,38000.0,0.0,Экшн,5.8,1
5-2IIDAJUIQ,26.0,M,SCH,Самара,122497.0,0.0,Инди,20.5,1
5-2IIDZ72T2,39.0,M,SCH,Екатеринбург,86000.0,311.25,['Инди' 'Симуляторы'],634.75,8
5-2IIES7LGU,21.0,M,SCH,Красноярск,8000.0,0.0,Бестселлеры,759.6,1
5-2IIFE2U2J,22.0,M,SCH,Москва,49853.0,0.0,Экшн,12.99,1
5-2IIJW0ZL4,21.0,M,UGR,Москва,2000.0,0.0,Инди,49.9,1
5-2IILUNQ4B,28.0,M,GRD,Екатеринбург,38000.0,3328.0,Инди,360.0,1
5-2IIMZ55DF,28.0,M,GRD,Москва,62000.0,0.0,Инди,29.0,1
5-2IIN3M1X2,25.0,M,UGR,Москва,50000.0,74.0,Стратегии,174.75,1
5-2IIO15Q9L,25.0,M,GRD,Москва,209044.5,632.875,Скидки,203.17375,8
5-2IIPLQ85Y,33.0,F,GRD,Москва,218687.5,0.0,Стратегии,365.4975,4
5-2IIS16629,25.0,M,GRD,Воронеж,56000.0,0.0,Экшн,29.0,1
5-2IITEQ9QT,25.0,M,UGR,Санкт-Петербург,98000.0,3531.0,Инди,600.0,1
5-2IITP2R1C,23.0,M,SCH,Москва,371754.0,0.0,Скидки,19.8,1
5-2IITVRH0P,22.0,F,UGR,Москва,3200.0,1752.8333333333333,Инди,77.05,6
5-2IIU74B56,36.0,M,SCH,Санкт-Петербург,291661.0,0.0,Симуляторы,1160.1,1
5-2IIUZNE29,34.0,M,GRD,Санкт-Петербург,186540.0,0.0,Экшн,3999.0,1
5-2IIX3ERDY,25.0,F,GRD,Санкт-Петербург,121130.0,0.0,Скидки,25.0,1
5-2IIX57LVP,20.0,M,['GRD' 'UGR'],['Москва' 'Санкт-Петербург'],124084.0,125.5,['Симуляторы' 'Стратегии'],136.25,2
5-2IIXBTRSR,20.0,M,SCH,Самара,123888.0,0.0,['Бестселлеры' 'Карты оплаты'],2194.17,2
5-2IIZ964IW,24.0,M,SCH,Уфа,264195.0,0.0,Шутеры,340.0,1
5-2IJ1X33F8,22.0,M,['GRD' 'SCH'],Воронеж,14000.0,0.0,Экшн,2098.5,2
5-2IJ3P9UE3,28.0,M,GRD,Москва,32000.0,233.14285714285714,Симуляторы,412.38571428571424,7
5-2IJ3RR1E8,24.0,F,GRD,Москва,134000.0,260.0,Приключения,127.8125,4
5-2IJ3UW8TJ,17.0,M,['SCH' 'UGR'],['Москва' 'Новосибирск'],26000.0,0.0,['Скидки' 'Экшн'],334.83500000000004,2
5-2IJ7IOJIW,32.0,M,SCH,Москва,170000.0,0.0,Экшн,329.67,1
5-2IJ80PCNY,17.0,M,GRD,['Краснодар' 'Москва'],229904.0,0.0,Стратегии,187.5,2
5-2IJAY0BJ0,17.0,M,SCH,Екатеринбург,144332.0,0.0,Ролевые (RPG),49.75,1
5-2IJCE30X3,22.0,M,['GRD' 'SCH'],['Москва' 'Санкт-Петербург'],2000.0,152.25,Ролевые (RPG),491.875,4
5-2IJDP1LTG,16.0,M,GRD,Красноярск,24736.0,0.0,Бестселлеры,555.0,1
5-2IJF0JLQR,17.0,M,GRD,Санкт-Петербург,2000.0,127.0,Шутеры,870.33,1
5-2IJG20Z45,19.0,M,GRD,Москва,74000.0,283.0,Бестселлеры,1675.0,1
5-2IJGWZM0B,28.0,F,SCH,Санкт-Петербург,182000.0,162.0,Файтинги,179.85,1
5-2IJHVOPVE,25.0,F,SCH,Екатеринбург,98000.0,2233.0,Симуляторы,73.8,1
5-2IJI5L8W3,20.0,M,UGR,Москва,110000.0,0.0,Стратегии,117.74000000000001,3
5-2IJNNC5LM,19.0,M,UGR,Санкт-Петербург,800.0,0.0,Стратегии,30.6,1
5-2IJNTSTVK,16.0,M,SCH,Красноярск,32026.0,0.0,Скидки,1021.97,1
5-2IJPV7225,19.0,M,GRD,Москва,2000.0,0.0,Новинки,1049.3,1
5-2IJQYVFRM,26.0,M,GRD,Уфа,46400.0,1128.0,Экшн,549.0,1
5-2IJRK0SB4,49.0,M,GRD,Москва,215619.0,0.0,Симуляторы,249.75,1
5-2IJRXJ6LR,18.0,M,GRD,Москва,107417.0,0.0,Экшн,12.99,1
5-2IJT66A5C,22.0,M,GRD,Санкт-Петербург,145553.75,2084.25,Приключения,487.5675,4
5-2IJUUQYUU,22.0,M,SCH,Москва,62000.0,2318.0,Инди,100.1,1
5-2IJVUJLI2,20.0,M,UGR,Самара,3200.0,0.0,Хоррор,29.0,1
5-2IJW69SSF,18.0,M,UGR,Санкт-Петербург,50000.0,0.0,Бестселлеры,1022.59,1
5-2IJWHE1O8,16.0,M,UGR,Нижний Новгород,80334.0,0.0,Экшн,249.75,1
5-2IJWIUI54,25.0,M,GRD,Уфа,26000.0,63.25,['Приключения' 'Ролевые (RPG)' 'Шутеры' 'Экшн'],671.8,4
5-2IJXJL74W,26.0,M,UGR,Москва,92000.0,706.0,Экшн,79.9,1
5-2IJZWJNVJ,17.0,M,SCH,Казань,174914.0,0.0,Симуляторы,435.0,1
5-2IK4HY15H,18.0,M,UGR,Уфа,211829.0,0.0,Экшн,340.0,1
5-2IK4QHUO6,22.0,M,SCH,Москва,68000.0,611.2,Стратегии,237.95,5
5-2IK4YXXZA,28.0,F,UGR,Москва,115435.0,0.0,Казуальные игры,3399.0,1
5-2IK59RCFS,19.0,F,SCH,Москва,14000.0,0.0,['Файтинги' 'Экшн'],284.45,2
5-2IK5I3729,35.0,M,SCH,Екатеринбург,158000.0,282.0,Скидки,1194.66,1
5-2IK5OWD85,26.0,M,['SCH' 'UGR'],['Москва' 'Санкт-Петербург'],800.0,0.0,['Ролевые (RPG)' 'Симуляторы'],567.0,2
5-2IK682QYH,26.0,M,SCH,Санкт-Петербург,62000.0,787.75,Экшн,352.375,4
5-2IK7EFDP4,20.0,M,SCH,Краснодар,148008.0,0.0,Ролевые (RPG),699.0,1
5-2IK7GJYUX,17.0,M,GRD,Москва,194327.0,0.0,Экшн,1199.0,1
5-2IK7W1KXX,20.0,M,SCH,Челябинск,50000.0,3451.0,Стратегии,25.9,1
5-2IK7W7LYO,23.0,M,SCH,Санкт-Петербург,87194.0,130.0,Бестселлеры,1600.0,1
5-2IK8DZO30,21.0,M,UGR,Москва,62000.0,198.0,Инди,499.0,1
5-2IK8OVM0B,24.0,F,GRD,Москва,170000.0,0.0,Приключения,359.0,1
5-2IK8RIH28,28.0,F,GRD,Санкт-Петербург,62000.0,130.0,Стратегии,1600.0,1
5-2IK8XV6OE,19.0,M,SCH,Москва,74090.0,39.0,Ролевые (RPG),710.0,1
5-2IKC2ATIZ,27.0,F,GRD,Красноярск,130958.0,0.0,Инди,2166.9166666666665,3
5-2IKC455HR,17.0,M,SCH,Москва,25778.0,0.0,Экшн,759.6,1
5-2IKCPEUCJ,18.0,M,SCH,Москва,224383.5,23.0,['Бестселлеры' 'Экшн'],3494.74,2
5-2IKDD0JCT,23.0,M,SCH,Москва,26000.0,77.0,Инди,1099.0,1
5-2IKF1MYCG,23.0,M,SCH,Уфа,134000.0,283.0,Экшн,1675.01,1
5-2IKG9KM9Q,19.0,M,UGR,Санкт-Петербург,153383.75,414.0,Экшн,442.89,4
5-2IKIOZDYN,20.0,M,GRD,Краснодар,62000.0,1676.0,Инди,440.0,1
5-2IKIW14E4,23.0,M,UGR,Санкт-Петербург,14000.0,0.0,Экшн,270.079,10
5-2IKJ0HXNU,19.0,M,GRD,Самара,38000.0,0.0,Экшн,1358.375,16
5-2IKKJ5UV1,16.0,M,GRD,Москва,36100.0,77.0,Скидки,1099.0,1
5-2IKKOFW1A,21.0,M,GRD,Москва,312902.0,0.0,Приключения,929.25,1
5-2IKKYYWR0,27.0,M,GRD,Санкт-Петербург,12813.0,130.0,Бестселлеры,1600.0,1
5-2IKLA87CS,19.0,M,['GRD' 'SCH'],['Екатеринбург' 'Красноярск'],26000.0,0.0,Симуляторы,309.5,2
5-2IKMDLSO1,20.0,M,GRD,Москва,20393.0,0.0,Скидки,329.67,1
5-2IKMNBYDM,20.0,M,GRD,Санкт-Петербург,62000.0,108.0,['Бестселлеры' 'Приключения' 'Ролевые (RPG)' 'Скидки' 'Экшн'],914.6,5
5-2IKN66JMH,18.0,M,UGR,Москва,8000.0,0.0,Гонки,46.96666666666667,6
5-2IKNBNZ0H,23.0,M,SCH,Москва,83225.0,0.0,Приключения,43.5,1
5-2IKNBSFLE,26.0,M,UGR,Москва,86000.0,0.0,Экшн,1499.0,1
5-2IKNOMMXC,26.0,M,GRD,Москва,50000.0,2594.0,Экшн,559.72,1
5-2IKO4I9UM,27.0,M,SCH,Казань,126205.0,0.0,['Скидки' 'Экшн'],369.45,2
5-2IKQD0T9U,25.0,F,SCH,['Москва' 'Санкт-Петербург' 'Уфа'],209007.57142857142,1368.2857142857142,Инди,315.0585714285714,7
5-2IKRJ1AGV,27.0,M,UGR,Волгоград,470000.0,0.0,Скидки,412.0,1
5-2IKSGLIHF,19.0,M,GRD,Новосибирск,85267.0,3081.0,Ролевые (RPG),194.7,1
5-2IKTN9701,39.0,F,UGR,['Воронеж' 'Москва'],38000.0,0.0,Инди,49.75,2
5-2IKTU0H3E,36.0,M,GRD,Новосибирск,193091.0,0.0,Скидки,515.0,1
5-2IKVIRIWK,15.0,M,['GRD' 'SCH' 'UGR'],['Красноярск' 'Москва' 'Новосибирск'],194638.0,66.0,['Ролевые (RPG)' 'Скидки' 'Экшн'],2018.4666666666665,3
5-2IKW9HVBN,32.0,M,SCH,Москва,307791.0,0.0,Симуляторы,119.2,1
5-2IKX3BTGV,33.0,M,UGR,Ростов-на-Дону,134000.0,0.0,Гонки,79.9,1
5-2IKXFJIYZ,24.0,M,SCH,Челябинск,216979.0,0.0,Симуляторы,710.0,1
5-2IKXVMA5O,18.0,M,SCH,Москва,271762.0,0.0,Приключения,570.0,1
5-2IKZCK77O,28.0,M,GRD,Москва,230000.0,744.3333333333334,['Приключения' 'Симуляторы' 'Спорт'],54.75,3
5-2IL0FNJ5Z,25.0,M,GRD,['Москва' 'Санкт-Петербург'],62000.0,1441.5,['Новинки' 'Хоррор'],854.5,2
5-2IL0Q94PV,26.0,M,GRD,Москва,50000.0,0.0,Скидки,419.0,1
5-2IL1EP4HU,32.0,M,UGR,Москва,46400.0,0.0,['Скидки' 'Экшн'],79.97857142857143,7
5-2IL1RPDXW,19.0,M,UGR,Санкт-Петербург,62297.0,0.0,VR,7.25,1
5-2IL28H59F,23.0,M,['GRD' 'SCH'],Санкт-Петербург,110124.5,29.0,['Приключения' 'Ролевые (RPG)'],386.5,2
5-2IL28XYLF,24.0,M,UGR,Санкт-Петербург,249398.5,1664.0,['Инди' 'Стратегии'],499.8,2
