good_name,category_name,good_price,count,steam_popularity_score,age,gender_cd,monthly_income_amt,education_level,city_nm
Megadimension Neptunia VIIR,Экшн,244.625,8,0.0,27.625,M,78742.0,GRD,Москва
Melty Blood Actress Again Current Code,Аркады,89.8,3,0.0,29.333333333333332,M,155708.33333333334,UGR,Санкт-Петербург
Melvor Idle,Скидки,261.3333333333333,6,198.0,22.0,M,101960.33333333333,UGR,Москва
Melvor Idle: Atlas of Discovery - DLC,Приключения,200.0,1,0.0,18.0,M,115169.0,SCH,Москва
Melvor Idle: Throne of the Herald - DLC,['Приключения' 'Ролевые (RPG)'],150.0,2,0.0,29.0,M,76319.5,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
Men of Valor,Шутеры,145.92000000000002,7,0.0,33.714285714285715,M,108792.42857142857,SCH,Москва
Men of War: Assault Squad 2,Симуляторы,499.0,12,367.0,24.916666666666668,M,128808.66666666667,GRD,Москва
Men of War: Assault Squad 2 - Airborne - DLC,Симуляторы,187.0,3,0.0,32.333333333333336,M,58800.0,['GRD' 'SCH' 'UGR'],['Воронеж' 'Самара' 'Санкт-Петербург']
Men of War: Assault Squad 2 - Deluxe Edition,Стратегии,548.2857142857143,7,0.0,29.571428571428573,M,118414.14285714286,SCH,Москва
Men of War: Assault Squad 2 - Deluxe Edition Upgrade DLC - DLC,Стратегии,38.0,1,0.0,20.0,M,14000.0,SCH,Екатеринбург
Men of War: Assault Squad 2 - Iron Fist - DLC,['Симуляторы' 'Стратегии'],156.0,2,0.0,25.0,M,90848.0,GRD,['Воронеж' 'Краснодар']
Men of War: Collector's Pack,Симуляторы,120.0,4,0.0,30.25,M,92605.5,GRD,['Краснодар' 'Москва' 'Новосибирск' 'Челябинск']
Men of War: Condemned Heroes,Симуляторы,189.0,1,0.0,22.0,F,330483.0,UGR,Москва
Men of War: Red Tide,['Симуляторы' 'Стратегии'],94.66666666666667,6,0.0,22.166666666666668,M,99531.5,GRD,Москва
Men of War: Vietnam,Симуляторы,151.25,4,0.0,18.75,M,184715.75,SCH,Москва
Mercenaries - 4th Generation Warfare - DLC,Стратегии,137.79999999999998,3,0.0,32.666666666666664,M,138000.0,GRD,['Казань' 'Москва' 'Санкт-Петербург']
Merchants of Kaidan,['Инди' 'Ролевые (RPG)' 'Симуляторы'],34.983333333333334,6,4516.0,27.833333333333332,M,174589.5,GRD,Санкт-Петербург
Meridian: New World,Экшн,32.26363636363636,11,0.0,29.0,M,100607.0,GRD,Красноярск
Meridian: Squad 22,['Инди' 'Стратегии'],38.39,4,0.0,31.25,M,117500.0,SCH,['Воронеж' 'Краснодар' 'Москва' 'Ростов-на-Дону']
Metal Gear Solid V: The Phantom Pain,Экшн,309.48333333333335,45,0.0,25.377777777777776,M,79837.64444444445,SCH,Москва
Metal Gear Survive,Экшн,297.8,15,0.0,28.933333333333334,M,79698.33333333333,GRD,Москва
Metro Redux Bundle,Экшн,1054.4,32,0.0,23.75,M,128071.78125,GRD,Москва
Metro Simulator,['Инди' 'Симуляторы'],78.45234375,192,0.0,25.942708333333332,M,97630.78125,GRD,Москва
Metro Simulator - 'Oka' Liveries Pack - DLC,Симуляторы,14.905263157894737,19,0.0,23.57894736842105,M,108625.05263157895,GRD,Санкт-Петербург
Metro Simulator - 'Russia' Liveries Pack - DLC,Инди,24.923636363636366,33,0.0,24.545454545454547,M,124396.87878787878,GRD,Москва
Metro Simulator 2,Симуляторы,308.1433734939759,83,0.0,27.337349397590362,M,124857.578313253,GRD,Москва
MiG-29 Fulcrum,Симуляторы,62.25,3,0.0,31.666666666666668,M,83979.0,SCH,['Екатеринбург' 'Краснодар' 'Санкт-Петербург']
Middle-earth: Shadow of Mordor GOTY,Приключения,899.0,2,0.0,29.5,M,82855.0,GRD,['Екатеринбург' 'Москва']
Midvinter,Приключения,20.5,3,0.0,26.0,M,165089.66666666666,SCH,['Воронеж' 'Москва' 'Санкт-Петербург']
Might & Magic: Heroes VI - Complete Edition,Стратегии,936.75,3,0.0,25.333333333333332,M,141064.0,['GRD' 'SCH' 'UGR'],['Нижний Новгород' 'Новосибирск' 'Челябинск']
Might & Magic® Heroes VII – Deluxe Edition,Стратегии,1799.0,2,0.0,35.0,['F' 'M'],138957.0,['SCH' 'UGR'],Москва
Might & Magic® Heroes® VII,['Ролевые (RPG)' 'Стратегии'],936.75,6,0.0,35.0,M,131381.16666666666,['GRD' 'SCH' 'UGR'],Москва
Might & Magic® Heroes® VII - Trial by Fire,Ролевые (RPG),1249.0,4,0.0,30.25,M,176896.0,GRD,Москва
Mighty No. 9,Аркады,230.45,4,4489.0,22.75,M,86783.75,GRD,['Казань' 'Новосибирск' 'Санкт-Петербург' 'Челябинск']
Mighty Switch Force! Collection,Стратегии,217.5,3,0.0,26.0,M,40000.0,GRD,['Воронеж' 'Казань' 'Москва']
Mirages of Winter,['Инди' 'Приключения'],194.25,2,0.0,23.5,F,104000.0,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
Model Builder,Симуляторы,295.8,23,0.0,26.304347826086957,M,118668.08695652174,['GRD' 'SCH'],Москва
Moero Chronicle,Ролевые (RPG),129.5,1,0.0,18.0,M,26000.0,SCH,Екатеринбург
Momonga Pinball Adventures,['Инди' 'Казуальные игры'],54.75,2,0.0,36.0,M,38000.0,['GRD' 'SCH'],['Краснодар' 'Новосибирск']
Monochrome World,Экшн,51.8,11,0.0,26.09090909090909,F,122578.27272727272,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
Monster Hunter Rise: Sunbreak - DLC,Скидки,2710.8,1,0.0,31.0,M,50000.0,GRD,Москва
Monster Hunter Rise: Sunbreak - Deluxe Edition - DLC,['Бестселлеры' 'Экшн'],3893.42,2,0.0,25.5,M,207108.5,GRD,['Ростов-на-Дону' 'Санкт-Петербург']
Monster Hunter Stories 2: Wings of Ruin - Deluxe Edition,['Бестселлеры' 'Ролевые (RPG)'],2292.045,2,0.0,26.0,['F' 'M'],35412.0,GRD,['Нижний Новгород' 'Омск']
Monster Jam Steel Titans,Гонки,232.935,4,0.0,36.25,M,198742.5,GRD,Москва
Monster Jam Steel Titans 2,['Гонки' 'Спорт'],635.905,2,0.0,25.0,M,158000.0,['GRD' 'UGR'],['Красноярск' 'Новосибирск']
Monster Monpiece,Ролевые (RPG),259.0,1,0.0,49.0,F,71600.0,GRD,Самара
Monster Prom,['Инди' 'Симуляторы'],184.96,7,712.0,23.142857142857142,F,30045.85714285714,['GRD' 'UGR'],Москва
Monster Prom: Second Term - DLC,Инди,77.0,1,0.0,25.0,F,26000.0,UGR,Самара
Monster Sanctuary,Инди,251.26,1,667.0,40.0,M,22873.0,GRD,Москва
Monster Train,Скидки,241.8,10,784.0,34.1,M,91771.5,GRD,Москва
Moo Lander,Инди,185.0,2,0.0,34.5,M,183289.5,['GRD' 'SCH'],['Пермь' 'Санкт-Петербург']
Moons of Madness,['Приключения' 'Скидки'],318.40000000000003,6,0.0,33.833333333333336,M,165325.0,GRD,Москва
Moonstone Island,Инди,662.6666666666666,3,0.0,28.0,M,76800.0,UGR,Москва
Mordheim: City of the Damned - Witch Hunters - DLC,Стратегии,399.0,1,0.0,35.0,M,50000.0,GRD,Санкт-Петербург
Mortal Kombat 1,Новинки,4829.960588235294,17,806.0,24.58823529411765,M,111763.82352941176,SCH,Москва
Mortal Kombat 1 - Premium Edition,Файтинги,6767.094615384615,26,0.0,27.96153846153846,M,93017.53846153847,GRD,['Москва' 'Санкт-Петербург']
Mortal Kombat 11,Файтинги,545.379784172662,139,188.0,23.014388489208635,M,110131.27338129496,GRD,Москва
Mortal Kombat 11 - Ultimate Edition,Экшн,1115.3037837837837,37,0.0,24.486486486486488,M,148346.62162162163,GRD,Москва
Mortal Kombat X,Файтинги,899.0,11,810.0,26.363636363636363,M,152314.63636363635,SCH,Москва
Mortal Kombat X: Kombat Pack - DLC,['Файтинги' 'Экшн'],479.0,2,0.0,20.5,M,150155.5,['GRD' 'SCH'],['Самара' 'Санкт-Петербург']
Mortal Kombat X: Kombat Pack 2 - DLC,Файтинги,419.0,4,0.0,20.5,M,169525.0,SCH,Самара
Mortal Shell,Ролевые (RPG),245.54154302670622,337,3081.0,26.531157270029674,M,109189.07121661722,SCH,Москва
Mortal Shell: The Virtuous Cycle - DLC,Экшн,61.059090909090905,44,0.0,27.272727272727273,M,92984.40909090909,SCH,Санкт-Петербург
Moto Racer 4,['Гонки' 'Симуляторы' 'Спорт'],144.0,3,3971.0,24.666666666666668,M,124974.66666666667,SCH,Москва
MotoGP 13,['Симуляторы' 'Спорт'],249.0,2,0.0,25.0,M,143605.0,SCH,['Москва' 'Челябинск']
MotoGP 14,Гонки,599.0,2,0.0,34.5,M,70275.0,['GRD' 'SCH'],Москва
MotoGP 14 - Laguna Seca Red Bull US Grand Prix - DLC,Гонки,83.74000000000001,2,0.0,39.5,M,113453.5,['GRD' 'SCH'],['Красноярск' 'Москва']
Mount & Blade,Ролевые (RPG),190.0,2,2222.0,25.5,M,134782.5,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
Mount & Blade II: Bannerlord,Ролевые (RPG),1533.142857142857,140,65.0,28.12857142857143,M,103874.32142857143,GRD,Москва
Mount & Blade: With Fire and Sword,Экшн,190.0,1,1499.0,16.0,M,180353.0,GRD,Москва
Move or Die,['Инди' 'Экшн'],288.59615384615387,13,2586.0,19.076923076923077,M,119420.23076923077,SCH,Москва
Moving Out,['Скидки' 'Экшн'],199.75,2,761.0,32.0,M,188000.0,['GRD' 'SCH'],['Москва' 'Ростов-на-Дону']
Mr Blaster,Казуальные игры,8.117281553398058,103,4453.0,22.388349514563107,M,104312.14563106796,GRD,Москва
Mr. DRILLER DrillLand,Казуальные игры,174.75,3,0.0,35.0,M,107022.0,SCH,['Новосибирск' 'Самара' 'Санкт-Петербург']
Mr. Shifty,Экшн,130.875,6,0.0,25.5,M,117786.5,GRD,Москва
Mutant Year Zero: Road to Eden,Ролевые (RPG),545.6,6,2457.0,29.833333333333332,M,91654.33333333333,UGR,Челябинск
Mutant Year Zero: Road to Eden - Fan Edition,['Приключения' 'Стратегии'],759.6,2,0.0,37.5,M,41000.0,GRD,['Казань' 'Новосибирск']
Mutant Year Zero: Seed of Evil - DLC,Ролевые (RPG),433.3999999999999,3,0.0,35.666666666666664,M,130155.66666666667,UGR,['Волгоград' 'Красноярск' 'Новосибирск']
Mutazione,Инди,223.89285714285714,7,0.0,30.714285714285715,M,118889.28571428571,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
Mx vs Atv Reflex,Гонки,149.5,6,0.0,36.666666666666664,['F' 'M'],78618.66666666667,SCH,Екатеринбург
My Big Sister: Remastered,['Инди' 'Казуальные игры'],89.97857142857143,14,0.0,20.714285714285715,M,60876.857142857145,SCH,Санкт-Петербург
My Divorce Story,Приключения,175.5,2,0.0,25.5,['F' 'M'],64915.5,['SCH' 'UGR'],['Москва' 'Санкт-Петербург']
My Farm,Для детей,224.25,3,0.0,37.333333333333336,F,93600.0,['GRD' 'SCH' 'UGR'],['Москва' 'Самара' 'Санкт-Петербург']
My Friend Peppa Pig,Для детей,812.0,1,0.0,36.0,M,350000.0,GRD,Москва
My Hero One's Justice 2,Файтинги,899.5,3,0.0,24.333333333333332,F,142539.33333333334,UGR,['Москва' 'Новосибирск' 'Санкт-Петербург']
My Summer Adventure: Memories of Another Life,['Инди' 'Скидки'],306.34444444444443,9,0.0,26.88888888888889,M,122902.22222222222,SCH,Москва
My Time At Portia - Player Attire Package - DLC,Скидки,114.24,1,0.0,19.0,F,141424.0,GRD,Москва
My Time at Portia,Приключения,259.74,3,0.0,31.0,F,43200.0,GRD,Москва
Mysterium: A Psychic Clue Game,Стратегии,78.75,1,0.0,40.0,M,170000.0,SCH,Москва
Mystic Pillars: A Story-Based Puzzle Game,['Казуальные игры' 'Скидки'],43.75,5,0.0,30.0,M,122136.8,GRD,Москва
NAIRI: Tower of Shirin,['Инди' 'Ролевые (RPG)'],39.9,2,0.0,24.0,M,29000.0,['GRD' 'SCH'],['Екатеринбург' 'Санкт-Петербург']
NAMCO MUSEUM ARCHIVES Volume 1,Аркады,174.75,4,0.0,32.0,M,51500.0,['GRD' 'SCH'],Новосибирск
NAMCO MUSEUM ARCHIVES Volume 2,Аркады,174.75,5,0.0,34.4,M,52400.0,GRD,Москва
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,['Anime' 'Файтинги'],292.6875,8,0.0,21.25,M,134362.0,GRD,Москва
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Road to Boruto,Экшн,338.73781818181817,110,0.0,23.463636363636365,M,90170.48181818181,SCH,Москва
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Road to Boruto Expansion - DLC,Экшн,289.41999999999996,9,0.0,22.555555555555557,M,104270.77777777778,['GRD' 'SCH' 'UGR'],Москва
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,Приключения,1696.4239999999998,5,0.0,28.6,M,119939.0,['GRD' 'UGR'],Москва
NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,Anime,309.49387755102043,49,0.0,26.020408163265305,M,101311.12244897959,SCH,Москва
NARUTO TO BORUTO: SHINOBI STRIKER,Экшн,156.23424657534247,73,560.0,22.246575342465754,M,103294.93150684932,SCH,Москва
NARUTO TO BORUTO: SHINOBI STRIKER - Deluxe Edition,Файтинги,302.9548148148148,27,0.0,23.59259259259259,M,59814.96296296296,UGR,Москва
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass - DLC,Файтинги,329.67,1,0.0,18.0,M,77021.0,GRD,Москва
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 2 - DLC,['Файтинги' 'Экшн'],499.5,2,0.0,25.0,M,210270.5,['SCH' 'UGR'],Москва
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 3 - DLC,Экшн,449.5,1,0.0,15.0,M,12250.0,GRD,Санкт-Петербург
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 4 - DLC,Файтинги,741.675,2,0.0,26.0,M,62000.0,['GRD' 'UGR'],['Краснодар' 'Самара']
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 5 - DLC,['Файтинги' 'Экшн'],899.0,2,0.0,17.0,['F' 'M'],137813.0,SCH,['Москва' 'Нижний Новгород']
NARUTO X BORUTO Ultimate Ninja Storm Connections - Deluxe Edition - ПРЕДЗАКАЗ,Предзаказы,5099.0,1,0.0,21.0,M,32000.0,UGR,Санкт-Петербург
NARUTO X BORUTO Ultimate Ninja Storm Connections - Ultimate Edition - ПРЕДЗАКАЗ,Экшн,5699.0,4,0.0,25.0,M,193698.75,['GRD' 'SCH'],['Екатеринбург' 'Казань' 'Новосибирск' 'Санкт-Петербург']
NARUTO X BORUTO Ultimate Ninja Storm Connections - ПРЕДЗАКАЗ,Экшн,3599.0,1,0.0,27.0,M,44000.0,UGR,Казань
NARUTO: Ultimate Ninja STORM,Файтинги,167.25,1,0.0,26.0,M,324305.0,GRD,Санкт-Петербург
NEBULOUS: Fleet Command,Симуляторы,582.5,3,1791.0,27.333333333333332,M,201131.66666666666,SCH,['Москва' 'Новосибирск' 'Уфа']
NECROPOLIS: BRUTAL EDITION,['Ролевые (RPG)' 'Экшн'],311.88,2,0.0,27.5,M,54645.0,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
NEED FOR SPEED,Скидки,299.75,1,0.0,23.0,M,189434.0,SCH,Екатеринбург
NEED FOR SPEED HEAT,Гонки,699.8,1,0.0,25.0,F,62000.0,UGR,Казань
NERF Legends,Экшн,558.0,2,0.0,40.0,M,242823.0,['GRD' 'UGR'],Москва
NORCO,Инди,331.3928205128205,39,0.0,31.487179487179485,M,154104.0,GRD,['Москва' 'Санкт-Петербург']
NORCO - Original Soundtrack - DLC,Приключения,175.01,3,0.0,33.0,M,83629.0,SCH,Санкт-Петербург
NORCO - Special Edition,Приключения,566.2536363636364,11,0.0,28.181818181818183,M,103191.0,GRD,Москва
Nanotale - Typing Chronicles,Ролевые (RPG),404.19,7,0.0,25.857142857142858,M,91455.85714285714,GRD,Санкт-Петербург
Nantucket,Ролевые (RPG),399.0,1,4241.0,28.0,M,389488.0,GRD,Москва
Narcos: Rise of the Cartels,Скидки,103.0,1,0.0,30.0,M,50000.0,GRD,Санкт-Петербург
Narcosis,Хоррор,156.31578947368422,19,0.0,26.842105263157894,M,92204.05263157895,GRD,Москва
Naruto Shippuden Ultimate Ninja STORM 1 HD,Приключения,196.76470588235293,17,0.0,24.294117647058822,M,94787.35294117648,GRD,Москва
Naruto Shippuden Ultimate Ninja STORM 2 HD,Приключения,167.25,13,0.0,27.846153846153847,M,105319.07692307692,GRD,Москва
Naruto Shippuden Ultimate Ninja Storm Revolution,Приключения,209.64999999999998,12,0.0,24.083333333333332,M,74784.25,SCH,['Москва' 'Санкт-Петербург']
Naruto Shippuden: Ultimate Ninja STORM Revolution,['Скидки' 'Файтинги'],344.425,2,0.0,17.5,['F' 'M'],166208.5,['GRD' 'SCH'],['Екатеринбург' 'Москва']
Naruto Shippuden: Ultimate Ninja Storm 4,Файтинги,277.03625,48,0.0,21.833333333333332,M,94809.52083333333,SCH,Москва
Naruto Shippuden: Ultimate Ninja Storm 4 - Season Pass - DLC,['Файтинги' 'Экшн'],249.5,4,0.0,24.25,M,183934.5,SCH,Санкт-Петербург
Necesse,['Приключения' 'Стратегии'],255.62,11,369.0,25.363636363636363,M,143821.27272727274,UGR,Москва
NecroWorm,Инди,11.3,15,0.0,26.466666666666665,M,136134.8,GRD,Москва
Necrosmith,Стратегии,76.58403225806451,372,2233.0,28.14516129032258,M,104100.31451612903,GRD,Москва
Neighbours back From Hell,Казуальные игры,513.2822727272727,22,0.0,25.772727272727273,M,110373.86363636363,UGR,Москва
Nekuia,['Аркады' 'Приключения'],62.25,2,0.0,31.5,M,76429.5,SCH,['Краснодар' 'Новосибирск']
Neon Beats - Full Version,Инди,54.412,10,0.0,27.4,M,107148.0,GRD,['Москва' 'Санкт-Петербург']
Neon White,Инди,550.8203125,320,1676.0,26.903125,M,115633.071875,GRD,Москва
Neptunia Shooter,Экшн,99.75,2,0.0,25.0,M,53000.0,['GRD' 'SCH'],Москва
Neptunia Virtual Stars,Экшн,232.5,1,0.0,19.0,M,50000.0,SCH,Москва
Neptunia x SENRAN KAGURA: Ninja Wars,Ролевые (RPG),818.4,5,0.0,26.2,M,86198.0,['SCH' 'UGR'],Новосибирск
Neptunia: Sisters VS Sisters,Ролевые (RPG),930.0,1,0.0,23.0,M,50000.0,SCH,Санкт-Петербург
NeuroVoider,Ролевые (RPG),99.75,5,0.0,27.6,M,82951.6,SCH,['Москва' 'Новосибирск']
Neurodeck: Psychological Deckbuilder,Инди,206.2575,8,0.0,27.875,['F' 'M'],95783.125,GRD,['Москва' 'Санкт-Петербург']
Nevaeh,Экшн,44.85,10,0.0,26.6,M,106312.7,GRD,Москва
New Gundam Breaker,Экшн,319.23333333333335,3,0.0,27.333333333333332,M,80906.66666666667,SCH,['Москва' 'Новосибирск' 'Санкт-Петербург']
New Yankee 6: In Pharaoh's Court,Приключения,61.25,2,0.0,28.5,M,140704.5,SCH,['Санкт-Петербург' 'Челябинск']
New Yankee 7: Deer Hunters,Казуальные игры,61.25,3,0.0,37.666666666666664,M,137584.0,SCH,['Краснодар' 'Москва' 'Уфа']
Next Space Rebels,Инди,435.0,1,0.0,35.0,M,32000.0,UGR,Краснодар
Nexus - The Jupiter Incident,['Инди' 'Симуляторы'],98.67,5,0.0,38.2,M,116000.0,['GRD' 'SCH'],Санкт-Петербург
Ni No Kuni II: Revenant Kingdom,Ролевые (RPG),396.142641509434,53,0.0,29.09433962264151,M,116267.96226415095,GRD,Москва
Ni No Kuni II: Revenant Kingdom - Sesson Pass - DLC,Приключения,661.5,4,0.0,32.0,M,200228.5,GRD,['Екатеринбург' 'Москва' 'Санкт-Петербург' 'Челябинск']
Ni No Kuni II: Revenant Kingdom - The Prince's Edition,Приключения,530.7241176470588,68,0.0,28.676470588235293,M,111436.95588235294,GRD,Москва
Ni no Kuni Wrath of the White Witch Remastered,Ролевые (RPG),325.0465909090909,88,0.0,29.386363636363637,M,117837.30681818182,SCH,Москва
Ni no Kuni: Wrath of the White Witch Remastered,Anime,464.9223529411765,17,0.0,31.941176470588236,M,72297.05882352941,GRD,Москва
Nickelodeon All-Star Brawl - Hugh Neutron Brawler Pack - DLC,Для детей,133.0,4,0.0,42.5,M,130976.0,GRD,Москва
Nickelodeon All-Star Brawl - Rocko Pack - DLC,Для детей,133.0,8,0.0,34.375,M,133319.875,SCH,Москва
Nickelodeon Kart Racers 2: Grand Prix,['Для детей' 'Казуальные игры' 'Экшн'],149.53125,8,0.0,34.5,M,73603.625,GRD,['Новосибирск' 'Санкт-Петербург']
Nickelodeon Kart Racers 3: Slime Speedway,Для детей,899.0,3,0.0,26.333333333333332,M,47149.0,GRD,Санкт-Петербург
Night Call,Симуляторы,403.3333333333333,3,0.0,24.333333333333332,M,213511.0,SCH,Москва
Nine Noir Lives,Инди,435.0,3,0.0,24.0,F,95119.0,['GRD' 'SCH' 'UGR'],['Москва' 'Санкт-Петербург' 'Уфа']
Nine Witches: Family Disruption,Инди,147.9,5,0.0,33.0,M,118936.0,GRD,['Красноярск' 'Москва' 'Нижний Новгород' 'Пермь' 'Санкт-Петербург']
Nineteen,Приключения,60.128571428571426,14,0.0,29.785714285714285,M,79145.35714285714,SCH,Москва
Ninjin: Clash of Carrots,Аркады,25.899999999999995,3,0.0,33.0,F,20000.0,['GRD' 'SCH' 'UGR'],Москва
Nippon Marathon,Спорт,90.0,1,0.0,52.0,M,68000.0,GRD,Москва
Nira,['Инди' 'Приключения' 'Экшн'],51.79999999999999,6,0.0,20.0,M,66238.0,['GRD' 'UGR'],Москва
Nitro Kid,Инди,354.45000000000005,9,0.0,31.444444444444443,M,174515.44444444444,GRD,Москва
No Longer Home,Приключения,333.0,4,0.0,23.0,M,163215.25,GRD,Челябинск
No Man's Sky,Экшн,1478.01625,64,92.0,28.40625,M,92376.15625,SCH,Москва
No Straight Roads: Encore Edition,Инди,327.7026315789474,19,0.0,30.36842105263158,M,139287.15789473685,GRD,Москва
Nobody Saves the World,['Ролевые (RPG)' 'Экшн'],440.0,2,549.0,31.5,['F' 'M'],151292.0,GRD,['Воронеж' 'Санкт-Петербург']
Nobody Saves the World - Frozen Hearth - DLC,['Инди' 'Приключения'],120.0,2,0.0,32.0,['F' 'M'],50000.0,GRD,['Москва' 'Самара']
Noise,Хоррор,13.1968125,960,0.0,23.70625,M,99729.22395833333,GRD,Москва
Northgard,Симуляторы,423.6434782608696,161,251.0,28.043478260869566,M,109288.00621118012,GRD,Москва
"Northgard - Brundr & Kaelinn, Clan of the Lynx - DLC",Симуляторы,117.48333333333333,30,0.0,27.2,M,94015.3,GRD,Москва
"Northgard - Himminbrjotir, Clan of the Ox - DLC",Симуляторы,108.37037037037037,27,0.0,26.703703703703702,M,120036.07407407407,GRD,Москва
"Northgard - Lyngbakr, Clan of the Kraken - DLC",Симуляторы,103.075,40,0.0,27.375,M,125524.25,GRD,Москва
"Northgard - Nidhogg, Clan of the Dragon - DLC",Инди,103.44444444444444,27,0.0,28.185185185185187,M,130620.85185185185,GRD,Москва
"Northgard - Ratatoskr, Clan of the Squirrel - DLC",Симуляторы,103.44444444444444,27,0.0,28.074074074074073,M,121538.81481481482,GRD,Москва
"Northgard - Sv?fnir, Clan of the Snake - DLC",Инди,105.984375,32,0.0,28.0,M,116292.96875,GRD,Москва
"Northgard - Svardilfari, Clan of the Horse - DLC",Симуляторы,109.06,25,0.0,27.64,M,120982.72,GRD,Москва
Not Dying Today,['Казуальные игры' 'Экшн'],32.18387096774194,31,0.0,26.774193548387096,M,116322.3870967742,SCH,Москва
Not For Broadcast,Приключения,291.8078947368421,57,0.0,25.385964912280702,M,134983.94736842104,GRD,Москва
Nova Drift,Инди,257.27272727272725,11,1779.0,26.727272727272727,M,98458.27272727272,SCH,Москва
Nuclear Blaze,['Инди' 'Экшн'],250.25,2,0.0,24.0,M,75553.0,GRD,['Москва' 'Санкт-Петербург']
Nux,Инди,16.9,5,4981.0,24.0,M,233391.8,GRD,['Самара' 'Санкт-Петербург']
NyxQuest: Kindred Spirits,Приключения,19.8,1,0.0,32.0,F,83762.0,GRD,Челябинск
OF MICE AND SAND -REVISED-,Симуляторы,157.275,2,0.0,31.0,['F' 'M'],55700.0,GRD,['Москва' 'Санкт-Петербург']
ONE PIECE ODYSSEY,Приключения,1959.1833333333334,12,2121.0,26.75,M,76275.41666666667,UGR,Москва
ONE PIECE ODYSSEY - Deluxe Edition,Казуальные игры,3059.1,8,0.0,26.625,M,125214.25,GRD,Москва
ONE PIECE World Seeker,['Anime' 'Приключения' 'Экшн'],204.7125,24,2905.0,24.958333333333332,M,157641.91666666666,GRD,Москва
ONE PIECE World Seeker - Deluxe Edition,Приключения,374.85,2,0.0,16.5,M,58979.0,['GRD' 'UGR'],['Москва' 'Самара']
ONE PIECE World Seeker: Deluxe Edition,Anime,310.6864864864865,37,0.0,23.945945945945947,M,95875.08108108108,GRD,Москва
ONE PIECE: PIRATE WARRIORS 4,Экшн,737.59,20,1200.0,21.15,M,135194.15,SCH,Москва
ONE PIECE: PIRATE WARRIORS 4 - Character Pass 2 - DLC,Приключения,1799.0,1,0.0,15.0,M,60619.0,UGR,Санкт-Петербург
ONE PIECE: PIRATE WARRIORS 4 - Deluxe Edition,Экшн,494.8500000000001,36,0.0,27.27777777777778,M,99309.94444444444,SCH,Москва
ONE PIECE: PIRATE WARRIORS 4 - Ultimate Edition,Экшн,1349.75,1,0.0,22.0,M,44000.0,SCH,Санкт-Петербург
ONE PUNCH MAN: A HERO NOBODY KNOWS,Anime,179.9,23,0.0,24.52173913043478,M,112662.13043478261,GRD,Москва
ONE PUNCH MAN: A HERO NOBODY KNOWS - Character Pass - DLC,Экшн,299.75,1,0.0,26.0,M,62000.0,GRD,Москва
ONE PUNCH MAN: A HERO NOBODY KNOWS - Deluxe Edition,Экшн,269.9,33,0.0,26.333333333333332,M,112199.84848484848,GRD,Москва
ONE PUNCH MAN: A Hero Nobody Knows,['Файтинги' 'Экшн'],286.04,2,0.0,26.0,M,68000.0,['GRD' 'SCH'],['Казань' 'Москва']
ONE PUNCH MAN: A Hero Nobody Knows Deluxe Edition,Файтинги,404.85,1,0.0,33.0,M,86000.0,GRD,Пермь
OUTBUDDIES,Инди,79.8,3,0.0,31.0,M,38000.0,GRD,['Казань' 'Новосибирск' 'Челябинск']
OVERPASS™: Expert Vehicles Pack - DLC,Симуляторы,209.58,1,0.0,22.0,M,269162.0,SCH,Москва
OVERPASS™: Yamaha Special Pack - DLC,Симуляторы,179.6,1,0.0,30.0,F,194000.0,SCH,Екатеринбург
OVERWHELMED,Экшн,160.0,1,0.0,56.0,F,113823.0,GRD,Новосибирск
Oaken,['Инди' 'Стратегии'],456.2285714285714,14,0.0,29.857142857142858,M,131660.07142857142,['GRD' 'UGR'],Москва
Obscuritas,Инди,174.5,41,0.0,26.975609756097562,M,110491.90243902439,GRD,Москва
OctaFight,Экшн,59.7,1,0.0,14.0,M,195173.0,SCH,Москва
October Night Games,['Ролевые (RPG)' 'Хоррор'],260.4,2,0.0,24.5,F,114155.0,GRD,['Самара' 'Санкт-Петербург']
Odysseus Kosmos and his Robot Quest (Complete Season),Инди,134.7,2,0.0,26.5,M,92000.0,GRD,['Екатеринбург' 'Санкт-Петербург']
Odysseus Kosmos and his Robot Quest: Digital Deluxe Set - DLC,Инди,108.025,2,0.0,31.0,['F' 'M'],65000.0,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
